use	name	type	size	buckets	weight_fc	mean	stddev	normalize
TRUE	age_province_category	Cat	1	13440	""	""	""	FALSE
TRUE	model	Cat	1	132.0	""	""	""	FALSE
TRUE	pushClickedNumByHourLast30d	Num	24	1.0	""	0.09406938278534382,0.04808378615482186,0.03384504555468883,0.03251807050535541,0.044990089120572424,0.0825983961390661,0.13495811355193985,0.31789725832149257,0.6250417096653724,0.5811344145067874,0.6239699646213647,0.5810891139430715,0.6280691131917452,0.5462264630424742,0.48407961408339284,0.48848039811461264,0.497925013203457,0.560161358398172,0.5823387465665487,0.6550008507666845,0.5935578178828947,0.5493643557486415,0.4874495340671288,0.23403155129018216	1.1771498294619942,0.7943456445194377,0.6108295294722644,0.5393438336917054,0.6432549764326798,0.9304367894725355,1.2858584565841884,1.8762812664169066,3.5051726259129095,3.4713284001484603,3.5080474224940565,3.5475792451618084,3.721491066911346,3.2332955246063175,2.8893380811715357,2.9215317255240194,2.9823385223245866,3.2941970326402266,3.5440505017448998,3.552832125384278,3.5798656406687175,3.3394951324700126,3.3417724571245113,2.073398312072895	TRUE
TRUE	pushCtrLast30d	Num	1	1.0	""	0.011036905063568088	0.04228563981861103	TRUE
TRUE	lastClickedHour	Cat	1	27.0	""	""	""	FALSE
TRUE	source	Cat	1	116.0	""	""	""	FALSE
TRUE	age_subCategory	Cat	1	1008	""	""	""	FALSE
TRUE	dayOfWeek_category	Cat	1	256	""	""	""	FALSE
TRUE	lastClickedArticleCategory	Cat	1	61.0	""	""	""	FALSE
TRUE	pushAllUserCtrLast30d	Num	1	1.0	""	0.005641198360090605	3.183256199838123E-5	TRUE
TRUE	dynamicQuality	Num	1	1.0	""	2.1816846467719438E-4	0.012304294988475278	TRUE
TRUE	receivedMiPushAvgCountInLast7Days	Num	1	1.0	""	18.463037973322713	11.604922297686052	TRUE
TRUE	clickedBrowserArticleAvgCount	Num	3	1.0	""	2.513283701680281,2.4263443818271746,2.430331125606393	21.04060666819363,16.36292206381928,14.751634777382876	TRUE
TRUE	dayOfWeek	Cat	1	8.0	""	""	""	FALSE
TRUE	pushAvgCtrInLast7Days	Num	1	1.0	""	0.012797772244668434	0.04124188817090451	TRUE
TRUE	weekOfMonth_source	Cat	1	348	""	""	""	FALSE
TRUE	pushClickedNumByHourLast1d	Num	24	1.0	""	0.025065234845443596,0.013072059413890004,0.00957614077345109,0.008932155760738658,0.012352803425665729,0.02192894419911682,0.03493409607921852,0.07946942325705875,0.16651612471564298,0.1642579954502877,0.1642830857754583,0.16364746420446943,0.17247925866452563,0.14857654221865382,0.11934631339488827,0.12393784290111066,0.13005988224274054,0.14991469289441992,0.14311521477318345,0.17378395557339757,0.13753679914358358,0.15648835808912084,0.13711862705740666,0.07082998795664391	0.2873969961369557,0.18423866027706223,0.18258491972515328,0.15100590670175792,0.17559674744544207,0.2256573954386794,0.29102912933834985,0.37373522403197684,0.609765387562976,0.6500316227579481,0.6639078898980585,0.635964078202048,0.6173802300408713,0.5903844901339452,0.5489947803277754,0.5415205441967418,0.5725555633612557,0.5776407312399964,0.6022184493055478,0.6262171029986224,0.5632686298068718,0.7899850812164866,0.6105211902613831,0.4626537928658082	TRUE
TRUE	weekOfMonth	Cat	1	3.0	""	""	""	FALSE
TRUE	pushAllUserExposeNumLast30d	Num	1	1.0	""	9.769745997789167E7	496191.9294611136	TRUE
TRUE	appUsageEmbedding	Num	18	1.0	""	""	""	FALSE
TRUE	province	Cat	1	35.0	""	""	""	FALSE
TRUE	age_sex	Cat	1	72	""	""	""	FALSE
TRUE	inactiveDays	Num	1	1.0	""	88.14259417414623	172.18910924133206	TRUE
TRUE	pushClickedDayNumLast7d	Num	1	1.0	""	0.7591761794221161	1.4497237125189322	TRUE
TRUE	pushClickedDayNumLast30d	Num	1	1.0	""	3.0198855530921236	5.415318134950075	TRUE
TRUE	dayOfWeek_subCategory	Cat	1	672	""	""	""	FALSE
TRUE	userId	Cat	1	1.0	""	""	""	FALSE
TRUE	clickedPushAvgCountInLast7Days	Num	1	1.0	""	0.69217802340499	3.1156446170677885	TRUE
TRUE	age_lastClickedHour	Cat	1	324	""	""	""	FALSE
TRUE	pushSubCategoryCtr7day	Num	1	1.0	""	0.006944630888875849	0.004930083799385536	TRUE
TRUE	sex	Cat	1	6.0	""	""	""	FALSE
TRUE	clickBaitScore	Num	1	1.0	""	0.3854408521962179	0.4825139343154166	TRUE
TRUE	pushSourceCtr7day	Num	1	1.0	""	0.005170981253344049	0.004000381150533067	TRUE
TRUE	staticQuality	Num	1	1.0	""	0.22083484210986398	0.2942490106796078	TRUE
TRUE	age_source_sex	Cat	1	8352	""	""	""	FALSE
TRUE	pushCtrLast15d	Num	1	1.0	""	0.011572753945263666	0.044525028417881064	TRUE
TRUE	rankedTags	Cat	1	193.0	""	""	""	FALSE
TRUE	age	Cat	1	12.0	""	""	""	FALSE
TRUE	gapDays	Num	1	1.0	""	8.685681434937113	65.00871512261743	TRUE
TRUE	district	Cat	1	3.0	""	""	""	FALSE
TRUE	userEmbedding	Num	256	1.0	""	""	""	FALSE
TRUE	firstVersion	Cat	1	250.0	""	""	""	FALSE
TRUE	pushExposeNumLast30d	Num	1	1.0	""	481.03701467411446	726.9810262798816	TRUE
TRUE	osVersion	Cat	1	19.0	""	""	""	FALSE
TRUE	pushClickNumLast30d	Num	1	1.0	""	8.155886281063179	43.803750212900354	TRUE
TRUE	lastVersion	Cat	1	141.0	""	""	""	FALSE
TRUE	receivedPushAvgCountInLast7Days	Num	1	1.0	""	41.499778497229336	30.509428564325866	TRUE
TRUE	clickedBrowserPushAvgCount	Num	3	1.0	""	0.2867212956092525,0.2806236171044347,0.28548208934821184	1.6207477001296833,1.5199579950013964,1.5210090935991403	TRUE
TRUE	modelLevel	Cat	1	6.0	""	""	""	FALSE
TRUE	age_model	Cat	1	1584	""	""	""	FALSE
TRUE	freshness	Num	1	1.0	""	6.723270706269197	4.914396859540865	TRUE
TRUE	dayOfWeek_source	Cat	1	928	""	""	""	FALSE
TRUE	category	Cat	1	32.0	""	""	""	FALSE
TRUE	pushClickNumLast15d	Num	1	1.0	""	4.100122560751934	21.37332167338513	TRUE
TRUE	country	Cat	1	5.0	""	""	""	FALSE
TRUE	clickedTokenEmbedding	Num	200	1.0	""	""	""	FALSE
TRUE	titleEditedVectorBert	Num	256	1.0	""	""	""	FALSE
TRUE	subCategory	Cat	1	84.0	""	""	""	FALSE
TRUE	pushAllUserClickNumLast30d	Num	1	1.0	""	1.731868301701507E10	4.813059058108506E7	TRUE
TRUE	clickedMiPushAvgCountInLast7Days	Num	1	1.0	""	0.31028740428086976	1.6835442917261676	TRUE
TRUE	lastDayDayOfWeek	Cat	1	10.0	""	""	""	FALSE
TRUE	age_cityType	Cat	1	120	""	""	""	FALSE
TRUE	pushExposeNumLast15d	Num	1	1.0	""	260.4715688439763	182.1952590191298	TRUE
TRUE	publishTimeDiffDays	Num	1	1.0	""	0.5872034442130567	2.728607164801671	TRUE
TRUE	pornRank	Num	1	1.0	""	0.07772270128061814	0.12471649602003278	TRUE
TRUE	residentCountry	Cat	1	5.0	""	""	""	FALSE
TRUE	pushCtrLast7d	Num	1	1.0	""	0.011959240660707363	0.04591298013624069	TRUE
TRUE	age_dayOfWeek	Cat	1	96	""	""	""	FALSE
TRUE	dayOfMonth	Cat	1	8.0	""	""	""	FALSE
TRUE	residentProvince	Cat	1	35.0	""	""	""	FALSE
TRUE	residentDistrict	Cat	1	2060.0	""	""	""	FALSE
TRUE	dayDecayWeight	Num	1	1.0	""	""	""	FALSE
TRUE	residentCityType	Cat	1	10.0	""	""	""	FALSE
TRUE	pushClickedDayNumLast15d	Num	1	1.0	""	1.5921561118762602	2.8427421757089717	TRUE
TRUE	textAdScore	Num	1	1.0	""	8.257002093142202E-6	3.506530613766329E-5	TRUE
TRUE	weekOfMonth_category	Cat	1	96	""	""	""	FALSE
TRUE	label	Num	1	1.0	""	""	""	FALSE
TRUE	pushClickNumLast7d	Num	1	1.0	""	1.9963118028942537	10.641760540488953	TRUE
TRUE	lastClickedArticleSubCategory	Cat	1	34.0	""	""	""	FALSE
TRUE	cityType	Cat	1	10.0	""	""	""	FALSE
TRUE	age_lastClickedArticleSubCategory	Cat	1	408	""	""	""	FALSE
TRUE	pushCategoryCtr7day	Num	1	1.0	""	0.0273410713861495	0.012303323052491804	TRUE
TRUE	age_lastClickedArticleCategory	Cat	1	732	""	""	""	FALSE
TRUE	lastClickedArticleId	Cat	1	85.0	""	""	""	FALSE
TRUE	weekOfMonth_subCategory	Cat	1	252	""	""	""	FALSE
TRUE	age_dayOfMonth	Cat	1	96	""	""	""	FALSE
TRUE	city	Cat	1	3.0	""	""	""	FALSE
TRUE	pushExposeNumLast7d	Num	1	1.0	""	126.62804849728006	82.96161100198496	TRUE
TRUE	active	Num	17	1.0	""	0.014281176069066353,0.021229666166833062,0.029608761097216597,0.015554214217150794,0.015459928112884764,0.08155022513345002,0.005367320971446915,0.00885261627577417,0.00543246924998186,0.02170557829993688,0.02254069694326477,0.03183696544706057,0.058612104351565136,0.02588888583500988,0.02519272353090191,0.014673415556367688,5.703321014725099E-4	0.04193017978527214,0.05968818922481737,0.08671741359923205,0.046509871831444866,0.049404939295292626,0.09936539058793205,0.026321850833772684,0.028818481690386453,0.021131923151458135,0.05152206374285611,0.11851348061733785,0.07980600442059146,0.11528360789623539,0.07385930127464872,0.04415789676384104,0.03832070255108103,0.010228975853250107	TRUE
TRUE	politicalSensitive	Num	1	1.0	""	0.1597318260793735	0.9841980652440928	TRUE
TRUE	residentCity	Cat	1	354.0	""	""	""	FALSE
TRUE	pushClickedNumByDayOfWeekLast28d	Num	7	1.0	""	0.0,1.2918393231788952,1.3337303580723692,1.3361909264693514,1.3093110635792689,1.289271921789157,1.2820993364989237	0.0,6.286924494688741,6.799739118809269,6.705071283115934,6.611707251236936,6.637511539982271,6.444370733864513	TRUE